"brand","model","model_year","milage","engine","accident","clean_title","price","horsepower","engine_displacement","fuel_typeDiesel","fuel_typeE85 Flex Fuel","fuel_typeGasoline","fuel_typeHybrid","fuel_typenot supported","fuel_typePlug-In Hybrid","transmission_groupedDual-Clutch","transmission_groupedManual","transmission_groupedOther","transmission_groupedSingle-Speed","ext_color_groupedBlack","ext_color_groupedBlue","ext_color_groupedBrown","ext_color_groupedGray","ext_color_groupedRare","ext_color_groupedRed","ext_color_groupedWhite","int_color_groupedBlack","int_color_groupedBrown","int_color_groupedGray","int_color_groupedRare","int_color_groupedRed","int_color_groupedWhite"
"Nissan","Leaf S",2018,-0.158089648192874,"147.0HP Electric Motor Electric Fuel System",1,1,-0.388183758225958,-1.73083535283708,-1.76569365237293,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Nissan","Leaf SL",2012,0.712903886201746,"107.0HP Electric Motor Electric Fuel System",0,1,-0.512677734561021,-2.09045742358773,-1.70937083975244,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Jeep","Grand Wagoneer Series III",2022,-0.885135008560651,"6.4 Liter",0,0,0.50113697342809,0.387503564772455,0.00380563328741276,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Nissan","Z Proto Spec",2023,-1.22727962570495,"400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,0.272349594528018,0.543774244660778,-0.378031449667107,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Land","Rover Range Rover Sport HSE",2013,0.323739003391662,"5L V-8 gasoline direct injection, DOHC, variable valve control,",0,0,-0.364032003045537,-0.181003673549988,0.0951820341326369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Porsche","Boxster S",2003,1.4051477485981,"3.2L H6 24V MPFI DOHC",1,1,-0.279545326585881,-0.741890441416172,-0.243092088323397,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Bentley","Continental GT Base",2004,0.0933607355017307,"550.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",0,1,-0.0845272087429173,1.89235700997571,1.64605897048855,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Jaguar","F-TYPE R",2018,-0.474553819306616,"550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",0,1,0.114937576282134,1.89235700997571,0.971362163769995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Cadillac","Escalade ESV Sport",2021,-0.539567606725754,"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",0,1,0.513867146332236,0.723585280036102,1.78099833183226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Audi","TT 2.0T",2018,-0.421969138305844,"220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.159612360303303,-1.07452507371714,-1.05272825638566,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Jeep","Wrangler Unlimited Sahara",2020,0.0783693209909649,"2.0L I4 16V GDI DOHC Turbo",0,1,-0.117597707814268,0.0732732717086322,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Audi","S6 4.0T",2016,0.506160042208889,"450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",0,1,-0.184958363241199,0.993301833099089,0.296665357051444,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"GMC","Sierra 2500 SLE",2015,0.984623274209376,"360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability",0,1,-0.160755789007268,0.184152173910128,1.64605897048855,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla","Model 3 Long Range",2022,-1.17867225875806,"Dual Motor - Standard",0,0,0.00565120170980964,1.24974925403156,-1.77218169764223,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mazda","CX-90 Premium",2024,-1.16331753190583,"2.5L",0,1,0.107200375385302,0.516419215248207,-0.715379853026383,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ford","C-Max Energi SE",2017,0.0528609702800446,"188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",1,1,-0.419945666669438,-1.36222273031766,-1.05272825638566,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Cadillac","Escalade ESV Platinum",2018,0.0575266656124768,"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",0,1,0.094609954878307,0.723585280036102,1.78099833183226,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Audi","TT 3.2 Cabriolet quattro",2008,2.72068261532216,"250.0HP 3.2L V6 Cylinder Engine Gasoline Fuel",1,1,-0.432637725283452,-0.804808520654157,-0.243092088323397,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Hyundai","Santa Fe SE",2021,-0.557733223798748,"2.5L I4 16V PDI DOHC",1,1,-0.235879054857786,0.272125577698437,-0.715379853026383,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG GLE AMG GLE 63 S-Model 4MATIC",2016,-0.39615484036001,"577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel",0,1,0.0259915278770139,2.1351019077324,1.30871056712927,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","SL-Class SL 550",2015,-1.02240970852594,"429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",0,1,0.126371863321786,0.804500245954998,0.76895312175443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Acura","MDX 3.5L Technology Package",2014,0.897428312259003,"290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",1,1,-0.34370438164171,-0.445186449903508,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RAM","2500 Laramie",2019,-0.883261081746805,"6.7L I6 24V DDI OHV Turbo Diesel",0,0,0.297873464153198,0.471609201514656,2.11834673519153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Audi","A7 Premium",2012,0.737226691377376,"310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,-0.369113908396493,-0.265375414528183,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BMW","M2 Base",2023,-1.21532856184114,"453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,0.36903284382997,1.02027348840539,-0.378031449667107,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"RAM","1500 Laramie",2019,0.822165292470261,"5.7L V8 16V MPFI OHV",0,1,-0.1224128131343,-0.15469990668787,1.44364992847298,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Audi","Q5 2.0T Premium Plus",2013,0.899780281627402,"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.350056763330406,-1.15544003963604,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cadillac","XTS Luxury",2019,-0.204899575134653,"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",1,1,-0.280180564754751,-0.319318725140781,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen","Jetta 1.4T SE",2016,0.426078353470257,"150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",1,1,-0.400875816839973,-1.70386369753078,-1.45754634041679,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ford","Focus RS Base",2016,-0.287161137922044,"350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",0,1,-0.163296741682746,0.0942466562224659,-0.850319214370093,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG C 63 S",2017,-0.577811011089952,"503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",0,1,0.254689973433444,1.4698010768437,0.296665357051444,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ford","Bronco Sport Big Bend",2021,-0.630797247836549,"1.5L I3 12V PDI DOHC Turbo",1,1,-0.189798878087986,0.291882476396234,-1.39007665974493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Jeep","Gladiator Overland",2021,-1.09623860065103,"3.6L V6 24V MPFI DOHC",0,1,-0.0113096573990084,0.417740280950817,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BMW","330e iPerformance",2017,-0.443003010706153,"247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",0,1,-0.299301233637725,-0.831780175960456,-1.05272825638566,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","GLC 300 Base 4MATIC",2018,-0.386861693099509,"2.0L I4 16V GDI DOHC Turbo",0,0,-0.240478179200401,0.145380575321582,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Acura","MDX 3.7L Advance",2013,-0.840734416093817,"300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",0,1,-0.146780549292137,-0.355280932215846,0.0942563150358785,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Genesis","G70 3.3T",2022,-1.00804931018719,"365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel",0,1,-0.0451424422730027,0.229104932753959,-0.175622407651542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lexus","LX 570 Three-Row",2021,-0.965866835173474,"383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",0,1,0.679029070238329,0.390934864591752,1.44364992847298,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Jeep","Grand Cherokee L Limited",2022,-0.63135177719983,"293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0,1,-0.0133805338295233,-0.418214794597209,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Hyundai","IONIQ Plug-In Hybrid SEL",2022,-0.988086253109073,"139.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas",1,1,-0.248431361074649,-1.80275976698721,-1.32260697907308,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Kia","Sportage LX",2009,0.68861932443048,"173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",0,1,-0.477422016188758,-1.49708100684916,-0.580440491682673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"BMW","X5 PHEV xDrive45e",2023,-1.13543809012433,"389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas",0,1,0.405876657624406,0.444878175204349,-0.378031449667107,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Ford","Expedition EL XLT",2014,0.390684082731192,"5.4 Liter",0,0,-0.266230734566375,-0.172259165105819,0.0708188601878702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BMW","X6 M Base",2018,-0.314103616296622,"567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",0,1,0.288357596383532,2.04519639004474,0.566544079738864,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Volkswagen","Eurovan MV",2001,0.901960155676161,"140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel",0,1,-0.388171053462581,-1.79376921521844,-0.512970811010818,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Rolls-Royce","Ghost Base",2010,0.273104736013464,"563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel",0,1,0.310590932293967,2.00923418296967,2.05087705451968,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Lincoln","Navigator Reserve",2016,1.15270303639003,"380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.229361511245184,0.363963209285453,-0.0406830463078318,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mercedes-Benz","GLA 250 Base 4MATIC",2022,-0.974070045409595,"221.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.0606803678835529,-1.06553452194838,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"RAM","1500 Big Horn",2022,-0.952213939815455,"3.6L V6 24V MPFI DOHC",0,1,-0.0357282126103554,0.405642062713274,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Jeep","Grand Cherokee L Summit",2022,-0.95781659855481,"3.6L V6 24V MPFI DOHC",0,0,0.154830533287144,0.407157051281307,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Volvo","S80 3.2",2010,0.48439954512566,"235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel",0,1,-0.492350113157194,-0.939666797185651,-0.243092088323397,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Subaru","BRZ Premium",2014,-0.37703313817791,"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.248418656311271,-1.25433610909247,-1.05272825638566,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Chevrolet","Corvette Base",1998,-1.0909227674444,"340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",0,1,-0.0641995873390904,0.00434113853480357,1.44364992847298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Hummer","H2 SUT",2006,0.481531289798345,"325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",0,1,-0.184971068004577,-0.13051713799669,1.64605897048855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Audi","RS 7 4.0T",2021,-0.955961793443147,"4.0 Liter TFSI",0,0,0.729822714221142,-0.0672655933961463,-0.453665531061276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Ford","Edge Sport",2011,1.28655495166472,"305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",1,1,-0.426298048358134,-0.310328173372015,0.0942563150358785,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"GMC","Terrain SLT",2010,-0.613147916722472,"182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",0,1,-0.483456778793019,-1.41616604093026,-0.782849533698238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Land","Rover Range Rover 5.0L Supercharged Autobiography LWB",2018,-0.537043542037717,"518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",0,0,0.355908823261124,1.60465935337519,0.971362163769995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Jeep","Grand Cherokee WK Laredo X",2022,-1.02403505321142,"293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0,1,-0.089609114093874,-0.418214794597209,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BMW","M4 Base",2020,-0.804307573436918,"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,0.247054410643631,0.768538038879933,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG GT 63 S 4-Door",2019,-1.05585356564243,"630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",0,1,1.14910531520183,2.61160115147701,0.296665357051444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Chevrolet","Camaro 1LT",2021,-1.04055620389675,"335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0,1,-0.186165315762052,-0.0406116203090276,0.0267866343640234,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BMW","X6 M Base",2018,-0.319668031631613,"567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",0,1,0.120019481633091,2.04519639004474,0.566544079738864,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","CLK-Class 550",2007,1.40128516475732,"382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel",1,1,-0.438990106972148,0.381944312822985,1.30871056712927,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"RAM","1500 TRX",2022,-0.777479825275432,"HEMI 6.2L V-8 intercooled supercharger, premium unleaded, engine",0,0,0.474482379862321,0.358393033584652,1.78099833183226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Audi","RS 7 4.0T Prestige",2016,-0.63517611763625,"560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",0,1,0.285181405539184,1.98226252766337,0.296665357051444,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Porsche","Macan S",2020,-0.860793081682839,"3.0 Liter",0,0,0.145403598861119,0.327227754708441,0.0413600310609068,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Genesis","GV70 3.5T Sport",2022,-1.04246837411496,"375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,0.0755528098122193,0.319010450441622,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Aston","Martin V8 Vantage Base",2008,-0.0447361976573899,"380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel",1,1,-0.134139309731632,0.363963209285453,0.499074399067009,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nissan","350Z Touring",2006,0.37253758736038,"300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.43644915429667,-0.355280932215846,-0.0406830463078318,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Toyota","Sequoia SR5",2013,1.41467035628479,"381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability",1,1,-0.3271881892511,0.372953761054219,1.44364992847298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Chevrolet","Tahoe Premier",2021,-0.452563861797202,"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",0,1,0.233091875691877,0.139199415066297,1.17377120578556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Jeep","Compass Limited",2020,-0.488091984451543,"2.4L I4 16V MPFI SOHC",0,0,-0.253627609296002,0.226447405972835,-0.782849533698238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"BMW","430 430i",2022,-1.08916357084365,"2.0 Liter Turbo",0,0,0.043765491841985,0.442673967574205,0.0182110360352237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Ford","Bronco Sport Outer Banks",2021,-0.632231375500207,"1.5L I3 12V PDI DOHC Turbo",0,0,-0.141571596307406,0.292270272104775,-1.39007665974493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Mercedes-Benz","AMG C 63 Base",2017,-0.0328424989001242,"469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",1,1,-0.0324376788956109,1.16412231670565,0.296665357051444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Volvo","S40 T5",2005,3.6901529159546,"218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",0,1,-0.520935830756325,-1.09250617725468,-0.715379853026383,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mercedes-Benz","GLE 350 Base 4MATIC",2017,-0.14757271199272,"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",1,1,-0.191247221113008,-0.337299828678313,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Chevrolet","Silverado 1500 1LT",2017,0.464321757834456,"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",0,1,-0.18490754418769,0.139199415066297,1.17377120578556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Chevrolet","Tahoe LTZ",2015,1.33435920711997,"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",0,1,-0.210304366179096,0.139199415066297,1.17377120578556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Acura","MDX Technology",2022,-0.933570280187908,"3.5L V6 24V GDI SOHC",0,0,0.0431556631998702,0.400600718502242,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bentley","Bentayga Speed",2020,-0.948599938103038,"6.0L W12 48V PDI DOHC Twin Turbo",0,0,1.50420345159993,0.350971193290038,1.64605897048855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Rolls-Royce","Cullinan",2022,-1.2298992989039,"6.7L V12 48V GDI DOHC Twin Turbo",0,1,8.26377280654123,0.480729653105684,2.11834673519153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Genesis","GV70 2.5T",2022,-0.848975869734302,"300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",0,1,-0.00386466605985681,-0.355280932215846,-0.715379853026383,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Pontiac","Firebird Base",1999,1.7837192083993,"200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",1,1,-0.534275832302587,-1.25433610909247,0.161725995707733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Lexus","GX 460 Base",2021,-0.455317386911425,"4.6 Liter",0,0,0.0945845453515522,0.244431793499171,-0.00690504075145508,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BMW","ALPINA B7 ALPINA B7 xDrive",2020,-0.592171409428709,"4.4 Liter Twin Turbo",0,0,0.526546500182873,0.254591033194009,0.0223940425134609,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BMW","M4 Competition xDrive",2023,-1.21609342992842,"503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,0.614234777013631,1.4698010768437,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Jeep","Grand Cherokee L Limited",2021,-0.738662769845771,"3.6L V6 24V MPFI DOHC",0,0,-0.078390808031637,0.321049884287956,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Kia","Forte GT-Line",2022,-0.951640288749992,"147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.261123419688663,-1.73083535283708,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Kia","Forte LX",2018,-0.329879020596854,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",0,0,-0.379290423861784,0.129972159168891,0.043147987447802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BMW","X6 M Base",2022,-1.03910295453091,"4.4L V8 32V GDI DOHC Twin Turbo",0,0,0.690463357277982,0.429137312041405,0.566544079738864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"RAM","ProMaster 3500 High Roof",2021,-0.88375824600354,"280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0,1,-0.0330729170644805,-0.53509196759117,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Volkswagen","Atlas Cross Sport 3.6L V6 SEL Premium",2021,-0.767192349501463,"3.6L V6 24V GDI DOHC",0,0,-0.079165798597658,0.328764433583196,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Hyundai","Santa Fe SEL",2021,-1.18196119153338,"2.5L I4 16V PDI DOHC",0,0,-0.21539897629343,0.440920123102667,-0.715379853026383,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Jaguar","XF 3.0 Portfolio",2015,0.125676412189478,"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",1,1,-0.299237709820839,0.00434113853480357,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Audi","A7 55 Premium Plus",2022,-0.950684203640887,"335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid",0,1,0.234362352029617,-0.0406116203090276,-0.378031449667107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"INFINITI","QX30 Premium",2017,-0.512797223670815,"208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.286532946443447,-1.18241169494234,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG G 63 4MATIC",2022,-1.19926633200818,"577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",0,0,2.54530799132367,2.1351019077324,0.296665357051444,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG C 43 AMG C 43 4MATIC",2019,-0.616054415454151,"385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,-0.0133805338295233,0.408915968129284,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mitsubishi","Lancer Evolution Base",2003,-0.0616971474929119,"271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.210304366179096,-0.616006933510067,-1.05272825638566,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Jeep","Wrangler Unlimited Sport",2013,0.246984490832716,"3.6L V6 24V MPFI DOHC",0,0,-0.253627609296002,-0.160248847228879,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Audi","A3 2.0 TDI Premium Plus",2015,0.34959154474186,"150.0HP 2.0L 4 Cylinder Engine Diesel Fuel",1,1,-0.324659941339,-1.70386369753078,-1.05272825638566,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
